This file was created by CMPT_ME_BEME_RETS_DAILY using the 201911 CRSP database.,,,,,,,,,,,,,,,,,,,,,,,
The Tbill return is the simple daily rate that, over the number of trading days,,,,,,,,,,,,,,,,,,,,,,
in the month, compounds to 1-month TBill rate from Ibbotson and Associates Inc.,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Mkt-RF,SMB,HML,RF,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
19990901,0.76,-0.2,-0.12,0.018,0.23,0.88,0.57,0.88,0.85,0.89,0.43,0.87,0.81,0.86,0.82,1.05,0.63,0.56,0.29,0.8,0.98,0.85,0.69
19990902,-0.86,0.37,0.11,0.018,-0.3,-0.81,-1.13,-0.84,-0.71,-1.34,-1.11,-0.66,-0.98,-0.65,-0.88,-1.31,-1.39,-0.88,-1.37,-0.68,-0.63,-1.11,-0.69
19990903,2.84,-0.94,-1.24,0.018,3.01,3.11,2.36,1.43,3.12,2.99,2.43,1.23,1.48,3.25,2.74,3.09,2.84,2.61,2.23,1.16,1.35,1.61,1.19
19990907,-0.34,0.95,-0.05,0.018,2.22,-0.41,-0.56,-0.06,-0.46,-0.44,-0.36,-0.34,-0.12,-0.55,-0.2,-0.19,-0.82,-0.32,-0.41,-0.54,0.02,-0.47,0.7
19990908,-0.55,0.2,0.31,0.018,-0.29,-0.57,-0.68,-0.23,-0.64,-0.52,-0.55,-0.16,-0.44,-0.63,-0.69,-0.19,-1.04,-0.76,-0.32,-0.28,0.06,-0.55,-0.18
19990909,0.31,0.15,0.05,0.018,0.83,0.4,-0.11,0.47,0.47,0.05,-0.33,0.42,0.23,0.59,0.14,0.05,0.03,-0.46,-0.19,0.21,0.8,0.39,-0.14
19990910,0.44,0.46,-0.48,0.018,1.12,0.46,0.3,0.24,0.49,0.31,0.48,-0.02,0.31,0.68,-0.05,0.34,0.27,0.59,0.36,-0.11,0.15,0.5,-0.11
19990913,-0.64,0.17,0.32,0.018,-0.38,-0.66,-0.44,-0.21,-0.7,-0.52,-0.3,-0.3,-0.3,-0.88,-0.2,-0.44,-0.64,-0.19,-0.42,-0.42,-0.09,-0.23,-0.49
19990914,-0.52,0.3,-0.26,0.018,0.61,-0.32,-1.18,-0.6,-0.24,-0.77,-1.51,-0.88,-0.59,-0.35,0.06,-0.75,-0.8,-1.76,-1.23,-1.03,-0.62,-0.56,-0.65
19990915,-1.28,0.62,0.79,0.018,-0.31,-1.51,-0.67,-0.35,-1.48,-1.29,-0.82,-0.23,-0.32,-1.52,-1.39,-1.65,-0.73,-1.03,-0.57,-0.14,-0.39,-0.51,0.13
19990916,-0.2,-0.87,0.04,0.018,-0.49,-0.04,-0.43,-0.69,0.06,-0.38,-0.53,-1.02,-0.35,0.18,-0.27,-0.59,-0.06,-0.76,-0.27,-0.94,-1.15,-0.11,-0.92
19990917,1.22,-0.18,-0.81,0.018,1.73,1.39,0.83,0.56,1.34,1.32,1,0.61,0.44,1.4,1.17,1.69,0.74,0.95,1.05,0.56,0.71,0.43,0.47
19990920,0,0.06,-0.61,0.018,-0.81,0.25,-0.75,-0.53,0.27,-0.06,-0.91,-0.87,-0.51,0.57,-0.57,0.13,-0.38,-0.87,-0.96,-1.06,-0.54,-0.43,-0.71
19990921,-1.93,0.69,0.08,0.018,-2.02,-1.94,-1.92,-1.79,-2,-1.88,-1.82,-1.64,-1.67,-2.23,-1.34,-1.63,-2.27,-1.77,-1.88,-1.45,-1.96,-1.9,-1.14
19990922,0.29,0.09,-0.74,0.018,0.26,0.37,0.05,-0.3,0.48,0.04,-0.14,-0.41,-0.11,0.55,0.27,-0.23,0.48,-0.24,-0.03,-0.33,-0.55,-0.08,-0.17
19990923,-2.35,0.5,0.84,0.018,-2.01,-2.65,-1.27,-1.41,-2.77,-1.7,-1.15,-1.87,-1.02,-3.04,-2.01,-2.04,-1.16,-0.62,-1.73,-1.83,-1.94,-1.12,-0.8
19990924,-0.19,-0.43,-0.33,0.018,-0.93,-0.05,-0.35,-0.95,0.09,-0.43,-0.58,-0.89,-0.91,0.03,0.26,-0.81,0.18,-0.16,-1.05,-0.81,-1.01,-0.94,-0.83
19990927,0.42,0.57,-0.37,0.018,0.92,0.56,-0.14,0.51,0.68,-0.19,-0.09,0.36,0.49,0.69,0.64,-0.07,-0.38,-0.15,-0.03,0.26,0.53,0.4,0.7
19990928,-0.23,-0.01,-0.83,0.018,-2.29,0.03,-0.53,-1.25,0.09,-0.19,-0.73,-1.11,-1.29,-0.05,0.5,-0.29,-0.02,-0.62,-0.86,-1.07,-1.19,-1.38,-1.08
19990929,-0.8,0.6,0.56,0.018,-0.05,-1.19,0.13,0.32,-1.39,0,0.11,0.2,0.27,-1.61,-0.8,-0.1,0.16,0.07,0.16,0.09,0.4,0.29,0.21
19990930,0.92,0.35,-0.89,0.018,0.44,1.01,0.98,0.29,1.01,1.32,0.66,0.26,0.29,1.04,0.92,1.06,1.73,0.91,0.38,0.24,0.29,0.11,0.72
19991001,-0.16,-0.1,-0.26,0.018,-0.77,0,-0.15,-0.73,0.15,-0.61,-0.06,-0.13,-0.89,0.52,-0.9,-0.75,-0.38,0,-0.13,0.09,-0.5,-0.83,-1.05
19991004,1.66,-1.36,-0.26,0.018,2.14,1.69,1.64,1.12,1.69,1.85,1.36,1.41,1.03,1.83,1.28,1.71,2.06,1.45,1.25,1.52,1.24,1.31,0.39
19991005,-0.09,-0.13,-0.21,0.018,0.36,0.01,-0.53,-0.29,0.16,-0.79,-0.42,-0.33,-0.37,0.29,-0.2,-0.82,-0.74,-0.3,-0.56,-0.4,-0.19,-0.25,-0.66
19991006,1.82,-1.12,-0.58,0.018,2.13,2.02,1.11,1.01,2.02,1.86,0.92,0.71,1.04,1.94,2.24,2.02,1.61,0.98,0.85,0.57,0.95,0.91,1.36
19991007,-0.47,0.31,-0.14,0.018,0.66,-0.35,-0.98,-0.39,-0.49,-0.06,-1.13,-0.76,-0.42,-0.35,-0.89,0.4,-0.77,-1.05,-1.21,-0.99,-0.35,-0.41,-0.42
19991008,1.09,-0.88,-0.45,0.018,1.55,1.35,0.39,0.41,1.38,1.1,0.02,0.12,0.67,1.5,1.05,1.18,0.96,-0.04,0.1,0.15,0.06,0.7,0.58
19991011,0.21,0.36,-0.11,0.018,0.39,0.16,-0.11,0.27,0.13,0.14,-0.18,0.1,0.49,0.02,0.46,0.31,-0.15,-0.75,0.48,0.18,-0.03,0.61,0.2
19991012,-1.72,0.41,0.55,0.018,-2.99,-1.78,-1.52,-0.9,-1.79,-1.44,-1.44,-2.18,-0.81,-1.72,-2.03,-1.72,-1.01,-1.61,-1.24,-2.85,-1.02,-0.64,-1.2
19991013,-2.04,0.41,1.04,0.018,-3.08,-2.26,-1.27,-0.96,-2.19,-2.29,-1.16,-0.71,-0.77,-2.45,-1.43,-2.6,-1.79,-1.47,-0.83,-0.41,-1.22,-0.87,-0.53
19991014,-0.02,-0.26,0,0.018,0.04,-0.09,0.22,0.17,-0.14,0.09,0.29,0.47,0.2,-0.02,-0.47,0.18,-0.06,-0.29,0.93,0.66,0.14,0.42,-0.33
19991015,-2.65,1.7,0.28,0.018,-1.33,-2.72,-2.49,-2.08,-2.7,-2.83,-2.56,-1.63,-2.19,-2.9,-2.11,-2.81,-2.86,-2.63,-2.49,-1.47,-1.92,-2.41,-1.68
19991018,0.09,-1.51,0.16,0.018,-1.61,0.17,0.65,-0.48,0.15,0.53,0.63,-0.19,-0.18,0.02,0.52,0.32,0.87,0.68,0.58,0.22,-0.91,0.09,-0.8
19991019,0.76,-0.14,-0.82,0.018,2.91,0.79,0.69,-0.17,0.77,0.93,0.96,-0.64,-0.02,1.09,-0.14,0.86,1.04,1.63,0.22,-0.79,-0.38,-0.14,0.26
19991020,1.86,-0.61,-1.31,0.018,1.84,2.14,1.03,0.53,2.26,1.6,0.68,0.38,0.58,2.47,1.66,1.48,1.79,0.67,0.7,0.34,0.46,0.61,0.52
19991021,-0.16,0.22,-0.22,0.018,-0.32,-0.24,-0.09,-0.34,-0.23,-0.17,0.18,-0.7,-0.57,-0.1,-0.62,-0.29,0.02,0.14,0.23,-1.09,-0.02,-0.64,-0.4
19991022,1.31,-1.04,0.55,0.018,1.29,1.05,2.31,1.58,0.74,2.65,2.62,1.21,1.57,0.66,0.96,2.74,2.5,3.11,2.07,0.99,1.6,1.4,1.95
19991025,-0.43,0.31,0.05,0.018,-0.33,-0.44,-0.52,-0.17,-0.32,-1.02,-0.36,-0.07,-0.11,-0.31,-0.35,-1.05,-0.97,-0.54,-0.16,0.03,-0.24,-0.07,-0.22
19991026,-0.85,0.75,-0.05,0.018,-1.17,-0.98,-0.44,-0.67,-0.98,-0.66,-0.64,-0.71,-0.54,-0.98,-0.98,-1,-0.11,-0.55,-0.74,-0.63,-0.85,-0.67,-0.24
19991027,0.89,-1.2,0.13,0.018,-0.36,0.69,2.01,0.67,0.44,2.38,1.51,1.06,0.63,0.42,0.48,2.01,2.96,1.76,1.24,1.26,0.73,0.91,-0.03
19991028,3.32,-2.11,-0.82,0.018,2.14,3.5,3.25,1.71,3.34,4.2,3.09,1.92,1.71,3.04,4.22,4.34,3.98,3.44,2.7,2.05,1.7,1.62,1.94
19991029,1.73,-1.02,-0.36,0.018,1.93,1.93,1.08,1.58,2.05,0.99,0.89,2.61,1.39,2.3,1.32,1.33,0.48,0.43,1.41,3.06,1.84,1.65,0.79
19991101,-0.38,1.25,-0.49,0.017,0.69,-0.49,-0.54,-0.68,-0.42,-0.93,-0.26,-0.31,-0.63,-0.46,-0.32,-0.83,-1.09,0,-0.56,-0.07,-0.74,-0.74,-0.36
19991102,-0.33,0.21,0.45,0.017,-0.7,-0.56,0.31,0.49,-0.64,-0.1,0.25,1.05,0.34,-0.68,-0.54,-0.14,-0.03,0.13,0.39,1.26,0.69,0.27,0.52
19991103,0.69,1.08,-0.7,0.017,2.07,0.86,-0.4,0.55,1.02,-0.14,-0.56,0.29,0.54,1.16,0.58,0.06,-0.43,-0.6,-0.51,0.14,0.57,0.52,0.6
19991104,0.66,-0.11,-0.55,0.017,1.64,0.82,0.33,0.28,0.77,0.87,0.27,0.02,0.39,0.69,1.03,1.06,0.57,0.24,0.31,-0.04,0.12,0.56,-0.01
19991105,0.79,-0.34,-0.36,0.017,1.77,0.79,0.66,0.53,0.79,0.73,0.86,0.23,0.47,0.86,0.6,0.75,0.72,0.83,0.89,0.01,0.62,0.23,1.06
19991108,0.59,0.46,-0.66,0.017,0.67,0.6,-0.07,0.24,0.69,0.18,0,-0.47,0.11,0.66,0.8,0.14,0.24,0.14,-0.16,-0.97,0.42,0.4,-0.58
19991109,-0.78,1.19,0.13,0.017,-0.77,-0.81,-0.82,-0.21,-0.81,-0.79,-0.88,-0.68,-0.12,-0.87,-0.63,-0.84,-0.71,-1.09,-0.65,-0.87,-0.34,-0.21,0.11
19991110,0.53,0.44,-0.59,0.017,2.21,0.72,-0.19,0.3,0.79,0.01,0.14,-0.12,0.47,0.8,0.77,0.37,-0.56,0.5,-0.27,-0.24,0.08,0.5,0.39
19991111,0.37,0.12,-0.68,0.017,0.03,0.65,-0.28,-0.25,0.75,0.01,-0.31,-0.26,-0.4,0.8,0.6,0.14,-0.21,0.11,-0.79,-0.38,-0.05,-0.44,-0.31
19991112,1.1,-0.91,0.11,0.017,0.89,0.96,1.84,1.01,0.78,2.25,1.41,0.88,1.05,0.66,1.15,1.9,2.8,1.5,1.31,0.84,0.95,1.28,0.51
19991115,0.03,0.62,0.47,0.017,0.96,-0.23,0.41,0.89,-0.3,0.25,0.49,0.28,1.11,-0.37,-0.1,0.12,0.44,0.39,0.59,0.1,0.59,1.2,0.86
19991116,1.84,-0.79,-0.69,0.017,1.59,1.87,1.46,0.72,1.81,2.11,1.44,0.52,0.66,1.91,1.52,2.2,1.95,1.63,1.23,0.35,0.81,0.74,0.46
19991117,-0.63,1.01,0,0.017,-0.71,-0.55,-0.98,-0.34,-0.53,-0.95,-0.82,-0.35,-0.26,-0.47,-0.7,-0.63,-1.46,-0.7,-0.95,-0.28,-0.46,-0.36,-0.01
19991118,1.13,0.77,-1.44,0.017,0.98,1.46,-0.05,0.05,1.54,0.61,-0.18,0.28,-0.11,1.55,1.51,1.01,-0.03,0.1,-0.5,0.28,0.27,-0.32,0.44
19991119,-0.11,0.35,-0.5,0.017,0.38,0.05,-0.69,-0.46,0.17,-0.59,-0.61,-0.97,-0.35,0.32,-0.29,-0.59,-0.59,-1,-0.17,-1.17,-0.62,-0.31,-0.44
19991122,0.02,0.22,-0.92,0.017,-0.77,0.34,-1.04,-0.3,0.66,-1.18,-1.24,-0.78,0.17,0.92,-0.15,-1.33,-0.93,-1.27,-1.2,-0.69,-0.94,0.41,-0.44
19991123,-1.29,0.08,0.3,0.017,-1.66,-1.19,-1.29,-0.98,-1.1,-1.62,-1.08,-1.12,-1.08,-1.1,-1.11,-1.67,-1.54,-1.03,-1.15,-1.28,-0.85,-0.94,-1.42
19991124,0.87,0.08,-0.89,0.017,4.1,1.19,-0.27,-0.12,1.31,0.34,-0.46,-0.25,-0.12,1.4,1.03,0.55,0,-0.87,0.01,-0.33,-0.11,-0.15,-0.05
19991126,0.23,0.92,-0.2,0.017,0.04,0.13,-0.02,0.17,0.19,0.04,-0.25,-0.26,0.38,0,0.77,-0.18,0.39,-0.33,-0.16,-0.35,-0.11,0.26,0.68
19991129,-0.6,0.57,-0.14,0.017,-1.7,-0.46,-1.36,-0.36,-0.36,-1.11,-1.59,-0.91,-0.02,-0.49,0.03,-1.02,-1.25,-2.2,-0.89,-0.96,-0.82,0.22,-0.65
19991130,-1.28,-0.18,1.28,0.017,-3.18,-1.65,0.54,0.23,-1.94,-0.01,0.86,0.84,-0.23,-2.31,-0.81,-0.05,0.05,1,0.7,0.82,0.88,-0.28,-0.09
19991201,0.49,-0.15,-0.3,0.02,0.99,0.74,0.06,0.16,0.92,-0.21,0.21,0.03,0.25,1,0.67,-0.26,-0.12,0.06,0.38,0.03,0.04,0.21,0.34
19991202,1.15,0.53,-1.01,0.02,2.32,1.36,-0.07,0.55,1.48,0.39,-0.21,0.33,0.63,1.66,0.94,0.67,-0.03,-0.37,-0.03,0.27,0.42,0.63,0.63
19991203,1.59,-1.06,-0.52,0.02,1.72,1.66,1.58,1.14,1.66,1.77,1.62,0.64,1.38,1.49,2.17,1.64,1.97,1.78,1.44,0.54,0.81,1.71,0.51
19991206,-0.42,0.88,-0.55,0.02,-1.78,-0.3,-1.23,-0.38,-0.29,-0.79,-1.37,-0.51,-0.15,-0.21,-0.51,-0.39,-1.4,-1.57,-1.14,-0.4,-0.69,-0.1,-0.29
19991207,-0.43,1.06,-1.16,0.02,0.85,-0.5,-1,-1.26,-0.53,-0.45,-1.36,-0.92,-1.54,-0.54,-0.48,-0.37,-0.59,-1.56,-1.13,-0.95,-0.87,-1.85,-0.71
19991208,-0.08,0.95,-0.45,0.02,0.16,-0.17,-0.55,0.04,-0.1,-0.7,-0.37,-0.2,0.13,-0.25,0.36,-0.57,-0.89,-0.12,-0.66,-0.27,-0.09,-0.09,0.73
19991209,0.3,-0.23,-0.56,0.02,0.03,0.46,-0.2,-0.55,0.48,0.18,-0.13,-0.44,-0.81,0.53,0.34,0.37,-0.11,-0.06,-0.21,-0.6,-0.18,-0.88,-0.62
19991210,0.51,0.58,-0.69,0.02,0.04,0.65,0.4,0.08,0.59,0.74,0.55,0.16,0.07,0.91,-0.36,1.02,0.31,0.73,0.35,0.2,0.08,0,0.25
19991213,0.05,1.13,-0.65,0.02,0.72,0.18,-0.6,0,0.31,-0.64,-0.6,-0.03,-0.26,0.42,0,-0.6,-0.72,-0.54,-0.67,-0.27,0.36,-0.41,0.15
19991214,-1.33,-0.51,1.27,0.02,-1.76,-1.21,-1.11,-0.13,-1.2,-1.38,-0.82,-0.67,-0.11,-1.21,-1.18,-1.29,-1.52,-0.91,-0.71,-0.99,-0.15,-0.03,-0.31
19991215,0.54,-1.01,0.13,0.02,-0.83,0.82,0.41,0.33,0.97,0.04,0.35,0.81,0.26,1.42,-0.38,-0.07,0.21,-0.1,0.85,1.04,0.43,0.53,-0.46
19991216,0.61,0.54,-0.73,0.02,-0.07,0.73,-0.25,0.21,0.82,0,-0.08,-0.11,-0.11,0.98,0.33,0.21,-0.33,-0.05,-0.11,-0.58,0.66,-0.17,0.05
19991217,0.27,0,-0.23,0.02,-0.87,0.21,0.23,0.03,0.15,0.5,0.08,0.19,0,0.15,0.18,0.57,0.39,0.23,-0.08,0.25,0.08,-0.3,0.77
19991220,-0.08,0.65,-0.68,0.02,0.53,-0.07,-0.64,-0.5,-0.02,-0.55,-0.57,-0.52,-0.27,0.07,-0.3,-0.37,-0.84,-0.79,-0.33,-0.34,-0.81,-0.13,-0.64
19991221,1.44,0.21,-0.77,0.02,2.64,1.31,0.98,0.43,1.45,1.05,0.46,0.39,0.23,1.41,1.56,0.47,1.95,0.52,0.38,0.2,0.7,-0.03,0.89
19991222,0.33,0.02,-0.19,0.02,2.51,0.4,0.1,0.34,0.45,0.1,0.08,0.18,0.48,0.7,-0.35,0.12,0.07,-0.11,0.29,0.19,0.15,0.52,0.38
19991223,1.3,-0.46,-0.33,0.02,2.98,1.35,1.53,1.01,1.22,1.8,1.84,1.19,0.96,1.26,1.09,2.13,1.27,1.55,2.17,1.25,1.09,0.9,1.11
19991227,-0.21,0.77,-0.73,0.02,0.74,-0.12,-0.52,-0.65,0.06,-1.08,-0.21,-0.39,-0.89,0.47,-1.23,-1.2,-0.91,0.04,-0.49,-0.44,-0.32,-0.98,-0.68
19991228,0.21,0.25,0.15,0.02,-0.76,0.07,0.56,0.83,-0.05,0.76,0.51,0.45,1.01,-0.38,1.01,0.8,0.7,0.44,0.59,0.37,0.57,1.26,0.37
19991229,0.64,0.98,-0.1,0.02,0.29,0.57,0.47,1.18,0.46,0.87,0.61,0.8,1.09,0.16,1.43,1.25,0.28,0.66,0.56,0.48,1.31,0.79,1.86
19991230,0.08,0.01,-0.1,0.02,0.82,0.05,0.26,0.07,0.03,0.21,0.36,0.05,0.13,0.08,-0.14,0.21,0.22,0.59,0.1,0.08,-0.01,0.35,-0.43
19991231,0.52,1.36,0.29,0.02,1.56,0.23,0.97,1.32,0.17,0.6,0.85,1.88,1.29,-0.05,0.87,0.59,0.61,1.04,0.63,2.22,1.36,1.02,1.96
20000103,-0.71,0.38,-0.85,0.021,-0.8,-0.29,-2.75,-1.5,0.03,-2.58,-2.63,-2.02,-1.38,0.43,-1.23,-2.25,-3.11,-2.69,-2.56,-2.25,-1.66,-1.24,-1.72
20000104,-4.06,-0.04,2.21,0.021,-4.39,-4.27,-2.73,-2.3,-4.39,-3.32,-2.57,-2.29,-2.51,-4.5,-4.05,-3.5,-3.03,-3.07,-2,-2.47,-2.01,-2.69,-2.04
20000105,-0.09,0.18,0.14,0.021,-0.95,-0.21,0.8,0.26,-0.27,0.15,1.06,0.95,0.45,-0.43,0.26,0.15,0.15,0.75,1.41,1.55,0,0.39,0.61
20000106,-0.73,-0.67,1.38,0.021,-1.41,-1.08,1.86,0.56,-1.27,0.99,1.63,1.39,0.15,-1.67,-0.06,0.15,2.29,2.13,1.08,1.55,1.12,-0.15,0.92
20000107,3.21,-0.59,-1.24,0.021,3.45,3.56,1.9,1.89,3.72,2.13,2.23,1.92,2.06,4.25,2.11,2.59,1.43,1.89,2.61,2.07,1.67,2.14,1.84
20000110,1.76,1,-1.51,0.021,2.41,1.96,-0.02,0.98,2.07,0.69,0.01,0.57,0.92,2.17,1.75,1.26,-0.2,0.43,-0.45,0.28,1.06,0.97,0.8
20000111,-1.71,0.2,0.93,0.021,-2.13,-1.66,-1.18,-0.9,-1.56,-1.9,-1.04,-0.95,-1.33,-1.62,-1.37,-2.29,-1.28,-1.09,-0.98,-1.34,-0.32,-1.4,-1.16
20000112,-0.69,-0.53,0.91,0.021,1.48,-0.7,0.5,0.02,-0.86,0.72,0.02,-0.13,0.24,-1.3,0.51,0.32,1.35,-0.13,0.19,-0.04,-0.27,0.49,-0.38
20000113,1.59,1,-1.31,0.021,3.05,1.62,1.34,0.74,1.4,2.42,1.26,0.77,0.82,1.33,1.62,2.92,1.64,1.65,0.82,0.84,0.64,0.37,1.96
20000114,1.15,0.09,-0.19,0.021,1.14,1.23,0.79,1.35,1.27,1.28,0.54,0.05,1.45,1.36,1,0.99,1.74,0.99,0.03,-0.68,1.22,1.9,0.3
20000118,-0.26,2.55,-0.47,0.021,3.41,-0.4,-0.81,0.2,-0.16,-1.21,-1.25,-0.72,0.64,-0.11,-0.3,-1.84,-0.23,-2.34,0,-0.93,-0.39,0.68,0.54
20000119,0.44,0.92,-0.51,0.021,2.19,0.3,0.41,0.23,0.43,-0.09,0.22,0.61,0.05,0.4,0.55,-0.51,0.54,0.19,0.26,0.69,0.47,0.13,-0.16
20000120,-0.37,1.92,-1.15,0.021,2.16,-0.44,-0.98,-0.72,-0.34,-0.91,-1.29,-0.74,-0.83,-0.44,-0.05,-1.07,-0.66,-1.29,-1.29,-0.83,-0.58,-0.71,-1.14
20000121,0.23,1.41,-0.46,0.021,-0.42,-0.11,-0.06,0.01,-0.05,-0.26,-0.32,0,0.48,-0.13,0.2,-0.47,0.06,-0.27,-0.38,0.39,-0.62,0.4,0.7
20000124,-2.59,1.11,0.83,0.021,-3.01,-2.89,-1.55,-1.62,-2.97,-2.11,-1.41,-1.48,-1.74,-3.32,-1.92,-2.37,-1.73,-1.33,-1.49,-1.49,-1.46,-1.86,-1.43
20000125,0.49,-0.24,-0.46,0.021,-0.16,0.78,-0.23,-0.46,0.67,0.95,-0.45,-0.5,-0.51,0.92,-0.07,1.47,0.17,-0.38,-0.53,-0.57,-0.4,-0.65,-0.15
20000126,-0.44,-0.24,0.3,0.021,-0.28,-0.91,1.13,0.12,-1.07,0.7,0.88,0.35,0.27,-1.07,-1.06,0.08,1.63,1.51,0.16,0.63,-0.08,0.24,0.33
20000127,-0.44,-0.4,-0.09,0.021,-1.04,-0.46,0.04,-0.77,-0.5,-0.02,0.02,-0.7,-0.73,-0.6,-0.18,-0.27,0.34,-0.11,0.16,-0.62,-0.84,-0.8,-0.55
20000128,-2.82,-0.1,1.36,0.021,-3.77,-2.83,-2.23,-1.62,-2.82,-2.82,-2.19,-1.22,-1.98,-2.71,-3.14,-2.93,-2.66,-2.41,-1.95,-1.27,-1.14,-2.07,-1.73
20000131,1.5,-2.9,-0.37,0.021,-0.45,2.09,1.23,-0.28,2.04,2.26,0.98,-0.42,0.16,1.54,3.57,2.37,2.09,0.78,1.21,-0.14,-0.87,0.58,-0.93
20000201,1.29,-0.13,0.15,0.022,2.27,1.47,0.59,1.58,1.7,0.3,0.43,0.88,1.99,2.06,0.62,0.03,0.69,0.53,0.32,0.8,1.01,2.32,1.15
20000202,0.16,1.73,-0.54,0.022,1.59,0.17,-0.37,-0.04,0.05,0.23,-0.06,-0.2,-0.15,-0.1,0.51,0.88,-0.71,-0.34,0.25,-0.41,0.11,-0.61,1.05
20000203,1.49,1.35,-1.37,0.022,3.5,1.68,0.54,0.7,1.86,0.42,0.74,0.72,0.75,2.14,1.03,0.56,0.23,0.92,0.54,0.77,0.64,0.73,0.79
20000204,-0.05,1.15,-0.58,0.022,0.13,0.05,-0.62,0.16,0.11,-0.62,-0.29,-0.1,-0.08,0.22,-0.24,-0.33,-1.07,-0.16,-0.44,-0.48,0.5,-0.16,0.14
20000207,0.35,1.6,-1.24,0.022,1.24,0.43,-0.43,-0.29,0.45,0.21,-0.82,-0.32,-0.42,0.32,0.84,0.33,0.04,-0.99,-0.63,-0.45,-0.11,-0.53,-0.16
20000208,1.23,0.69,-1.79,0.022,3.74,1.37,0.75,-0.43,1.4,1.28,0.38,-0.05,-0.72,1.69,0.54,1.12,1.5,1.3,-0.64,-0.06,-0.03,-1,-0.01
20000209,-1.83,1.8,-0.07,0.022,-1.48,-1.94,-2.07,-1.16,-1.9,-2.19,-2.03,-1.66,-1.07,-1.98,-1.65,-2.19,-2.18,-2.08,-1.98,-1.91,-1.28,-1.24,-0.65
20000210,0.57,1.59,-1.15,0.022,0.76,0.73,-0.27,-0.18,0.88,-0.17,-0.38,-0.11,-0.44,1.05,0.34,-0.19,-0.14,-0.73,0.02,-0.31,0.18,-0.55,-0.17
20000211,-1.74,1.1,0.61,0.022,-1.89,-2.13,-0.74,-0.78,-2.33,-0.78,-0.45,-1.14,-1.12,-2.43,-2.03,-0.83,-0.69,-0.46,-0.43,-1.69,-0.31,-1.54,-0.09
20000214,0.24,0.62,0.18,0.022,0.59,0.21,-0.25,0.69,0.33,-0.34,-0.17,-0.31,0.71,0.43,0.04,-0.53,-0.06,-0.67,0.41,-0.96,0.66,0.85,0.36
20000215,0.7,-0.65,0.01,0.022,0.04,0.8,1.05,0.35,0.8,0.96,0.74,1.29,0.09,0.72,1.01,0.83,1.15,0.51,1,1.68,0.7,0.43,-0.77
20000216,-0.58,1.84,-0.33,0.022,1.06,-0.86,-0.37,0.12,-0.88,-0.6,-1.14,1.03,0.31,-1.32,0.49,-0.78,-0.33,-1.56,-0.67,1.8,-0.13,0.55,-0.3
20000217,0.46,1.99,-1.13,0.022,2.02,0.38,-0.25,0.66,0.48,-0.47,0.09,0.44,0.38,0.45,0.56,-0.28,-0.75,-0.03,0.22,0.05,1.04,0.63,-0.23
20000218,-2.69,1.18,0.58,0.022,-3.01,-2.89,-2.29,-1.83,-2.89,-2.7,-2.56,-1.57,-1.7,-2.86,-2.97,-2.92,-2.39,-2.43,-2.7,-1.29,-2,-1.9,-1.18
20000222,0.11,-1.05,0.36,0.022,1.75,0.25,0.24,0.17,0.17,0.44,0.55,0.1,0.02,0.07,0.48,0.73,0.02,0.64,0.45,-0.08,0.37,-0.15,0.46
20000223,1.24,0.91,-1.63,0.022,3.32,1.52,-0.45,0,1.75,-0.2,-0.52,-0.02,-0.05,2.2,0.41,0.01,-0.52,0,-1.1,-0.07,0.07,-0.03,-0.12
20000224,0.01,1.02,-0.36,0.022,0.88,0.07,-1.62,-0.05,0.12,-0.69,-1.67,-1.31,-0.09,0.48,-0.98,-0.25,-1.33,-2.17,-1.13,-2.18,0,0.4,-1.3
20000225,-1.04,1.64,0.16,0.022,-0.83,-1.28,-0.98,-0.19,-1.28,-1.09,-0.98,-0.99,0.18,-1.16,-1.67,-1.24,-0.87,-1.99,0.12,-1.21,-0.67,0.62,-0.95
20000228,0.76,-0.19,-0.11,0.022,0.38,0.87,1.06,0.78,0.76,1.6,0.7,0.91,0.54,0.36,2.01,1.63,1.57,1.02,0.36,0.79,1.09,0.33,1.09
20000229,1.96,1.95,-0.68,0.022,3.05,1.65,2.21,1.72,1.7,2.11,1.61,1.55,1.59,1.35,2.78,1.36,3.24,2.4,0.75,1.31,1.91,1.13,2.77
20000301,1.39,1.06,-0.61,0.02,2.13,1.2,0.84,1.36,1.04,1.79,0.65,0.76,1.57,0.92,1.42,2.22,1.16,0.59,0.72,0.55,1.07,1.51,1.71
20000302,-0.09,0.06,0.28,0.02,-1.27,0.01,-0.41,0.06,0.09,-0.3,-0.82,-0.16,0.02,-0.01,0.41,-0.5,0.01,-0.75,-0.9,-0.34,0.11,0.04,-0.03
20000303,2.3,-0.05,-0.97,0.02,4.31,2.47,1.47,1.73,2.56,1.69,1.46,1.83,1.53,2.73,2.04,1.91,1.38,1.46,1.46,1.72,1.99,1.8,0.86
